id,category
0,HAND_POLISHERS
1,LENS_FILTERS
2,CD_AND_DVD_PLAYERS
3,HAND_POLISHERS
4,PUSH_AND_RIDING_TOYS
5,POWER_STEERING_HOSES
6,SOFA_AND_FUTON_COVERS
7,HAND_POLISHERS
8,HAND_POLISHERS
9,HAND_POLISHERS
10,PROTECTION_NETS
11,GUN_HOLSTERS
12,CAR_ENGINE_CAMSHAFTS
13,HAND_POLISHERS
14,CAMERA_CHARGERS
15,CAMERA_CHARGERS
16,CELLPHONE_REPLACEMENT_CAMERAS
17,HAND_POLISHERS
18,HAND_POLISHERS
19,CAR_ENGINE_CAMSHAFTS
20,TOOTHPASTES
21,TOILET_RUGS
22,PANTS
23,VEHICLE_CLUTCH_CABLES
24,HAND_POLISHERS
25,TV_ANTENNAS
26,MOTORCYCLE_CRASH_BARS
27,HAND_POLISHERS
28,SOFA_AND_FUTON_COVERS
29,TOOTHBRUSHES
30,CAR_ENGINE_CAMSHAFTS
31,DJ_CONTROLLERS
32,CAR_ENGINE_CAMSHAFTS
33,PADLOCKS
34,HAND_POLISHERS
35,HAND_POLISHERS
36,GPS
37,ENGINE_OIL_DIPSTICKS
38,THERMAL_CUPS_AND_TUMBLERS
39,HAND_POLISHERS
40,ICE_BUCKETS
41,CAR_ENGINE_CAMSHAFT_SENSORS
42,BABY_CAR_SEATS
43,LENS_FILTERS
44,IRONS
45,CD_AND_DVD_PLAYERS
46,CELLPHONE_REPLACEMENT_CAMERAS
47,DJ_CONTROLLERS
48,CAR_AC_HOSE_ASSEMBLIES
49,CAR_DISTRIBUTOR_CAPS
50,HAND_POLISHERS
51,KEY_RACKS
52,SOFA_AND_FUTON_COVERS
53,BOOKCASES
54,AQUARIUM_FILTERS
55,CV_JOINTS
56,CAR_DOOR_HINGES
57,HAND_POLISHERS
58,DRIED_FRUITS
59,CRANKSHAFTS
60,CAR_ENGINE_CAMSHAFT_SENSORS
61,HAND_POLISHERS
62,MICROCONTROLLERS
63,IRONS
64,HAND_POLISHERS
65,CACHACAS
66,POWER_STEERING_HOSES
67,HAND_POLISHERS
68,KEY_RACKS
69,TOOTHPASTES
70,CD_AND_DVD_PLAYERS
71,THERMAL_CUPS_AND_TUMBLERS
72,PADLOCKS
73,EROTIC_PUMPS
74,BICYCLE_HANDLEBARS
75,LENS_FILTERS
76,HAND_POLISHERS
77,ELECTRIC_DRILLS
78,HAND_POLISHERS
79,ELECTRIC_DRILLS
80,AV_RECEIVERS
81,HAND_POLISHERS
82,CD_AND_DVD_PLAYERS
83,CD_AND_DVD_PLAYERS
84,SWAY_BARS
85,PARTY_HATS
86,HAND_POLISHERS
87,PADLOCKS
88,TV_ANTENNAS
89,EROTIC_PUMPS
90,IRONS
91,MOTORCYCLE_BATTERIES
92,GPS
93,CAR_AC_HOSE_ASSEMBLIES
94,SUITCASES
95,INTERCOOLER_HOSES
96,ENGINE_OIL_DIPSTICKS
97,BOOKCASES
98,AV_RECEIVERS
99,STRAWS
100,CRANKSHAFTS
101,HAND_POLISHERS
102,CAR_DOOR_HINGES
103,INTERCOOLER_HOSES
104,PARTY_HATS
105,STRAWS
106,HAND_POLISHERS
107,ENGINE_OIL_DIPSTICKS
108,PANTS
109,ELECTRIC_DRILLS
110,EROTIC_PUMPS
111,HAND_POLISHERS
112,POOL_LIGHTS
113,POOL_LIGHTS
114,DJ_CONTROLLERS
115,LIGHTERS
116,MOTORCYCLE_BATTERIES
117,MOTORCYCLE_CRASH_BARS
118,PROTECTION_NETS
119,TOILET_RUGS
120,PUSH_AND_RIDING_TOYS
121,TOILET_RUGS
122,POWER_STEERING_HOSES
123,HAND_POLISHERS
124,MEN_SWIMWEAR
125,TOOTHPASTES
126,SUITCASES
127,ICE_BUCKETS
128,STRAWS
129,BICYCLE_HANDLEBARS
130,PARTY_HATS
131,DRIED_FRUITS
132,MEN_SWIMWEAR
133,HAND_POLISHERS
134,CV_JOINTS
135,POWER_STEERING_HOSES
136,HAND_POLISHERS
137,HAND_POLISHERS
138,CAR_AC_HOSE_ASSEMBLIES
139,CLUTCH_FORKS
140,MOTORCYCLE_CRASH_BARS
141,CRANKSHAFTS
142,PET_COLLARS
143,TOOL_BOXES
144,CAR_INTERCOOLERS
145,TV_ANTENNAS
146,TOILET_RUGS
147,HAND_POLISHERS
148,HAND_POLISHERS
149,ICE_BUCKETS
150,PANTS
151,AV_RECEIVERS
152,ROLLER_SKATES
153,ENGINE_OIL_DIPSTICKS
154,PET_COLLARS
155,STRAWS
156,CAR_ENGINE_CAMSHAFT_SENSORS
157,CRIBS
158,DJ_CONTROLLERS
159,CAR_ENGINE_CAMSHAFTS
160,WHEELS_BEARINGS
161,ROLLER_SKATES
162,HAND_POLISHERS
163,ROLLER_SKATES
164,SCOOTERS
165,TOILET_RUGS
166,MOTORCYCLE_FENDERS
167,ELECTRIC_DRILLS
168,BOOKCASES
169,TOILET_SEATS
170,WHEELS_BEARINGS
171,ENGINE_VALVES_SPRING_RETAINERS
172,CELLPHONE_REPLACEMENT_CAMERAS
173,ENGINE_OIL_DIPSTICKS
174,PANTS
175,HAND_POLISHERS
176,SCOOTERS
177,HAND_POLISHERS
178,DOG_CARRIERS_AND_CARRYING_BAGS
179,CRIBS
180,HAND_POLISHERS
181,GUN_HOLSTERS
182,CLUTCH_FORKS
183,HAND_POLISHERS
184,EROTIC_PUMPS
185,TV_ANTENNAS
186,HAND_POLISHERS
187,POOL_LIGHTS
188,ELECTRONIC_ENTRANCE_INTERCOMS
189,TOILET_SEATS
190,CLUTCH_FORKS
191,HAND_POLISHERS
192,HAND_POLISHERS
193,MEN_SWIMWEAR
194,CAMERA_CHARGERS
195,SOFA_AND_FUTON_COVERS
196,CD_AND_DVD_PLAYERS
197,CRANKSHAFTS
198,HAND_POLISHERS
199,ROLLER_SKATES
200,MOTORCYCLE_FENDERS
201,MEN_SWIMWEAR
202,CLUTCH_FORKS
203,CAR_INTERCOOLERS
204,TV_ANTENNAS
205,HAND_POLISHERS
206,PADLOCKS
207,HAND_POLISHERS
208,VEHICLE_CLUTCH_CABLES
209,KEY_RACKS
210,PARTY_HATS
211,DJ_CONTROLLERS
212,CACHACAS
213,HAND_POLISHERS
214,CLUTCH_FORKS
215,CV_JOINTS
216,HAND_POLISHERS
217,ELECTRONIC_ENTRANCE_INTERCOMS
218,PANTS
219,FLUTES
220,GUN_HOLSTERS
221,TV_RECEIVERS_AND_DECODERS
222,HAND_POLISHERS
223,HAND_POLISHERS
224,GPS
225,CACHACAS
226,MICROCONTROLLERS
227,CELLPHONE_REPLACEMENT_CAMERAS
228,VEHICLE_CLUTCH_CABLES
229,CELLPHONE_REPAIR_TOOL_KITS
230,VEHICLE_CLUTCH_CABLES
231,MOTORCYCLE_CRASH_BARS
232,SOLDERING_MACHINES
233,CAR_DISTRIBUTOR_CAPS
234,MOTORCYCLE_BATTERIES
235,MOTORCYCLE_FENDERS
236,CRIBS
237,POOL_LIGHTS
238,PANTS
239,PANTS
240,CAR_INTERCOOLERS
241,HAND_POLISHERS
242,MOTORCYCLE_BATTERIES
243,CAR_DOOR_HINGES
244,HAIR_BRUSHES
245,HAND_POLISHERS
246,LED_STAGE_LIGHTS
247,DOG_CARRIERS_AND_CARRYING_BAGS
248,ROLLER_SKATES
249,MOTORCYCLE_BATTERIES
250,CELLPHONE_REPAIR_TOOL_KITS
251,SUITCASES
252,SOFA_AND_FUTON_COVERS
253,THERMAL_CUPS_AND_TUMBLERS
254,HAND_POLISHERS
255,DOG_CARRIERS_AND_CARRYING_BAGS
256,BATTERY_CHARGERS
257,HAND_POLISHERS
258,SOLDERING_MACHINES
259,DRIED_FRUITS
260,CAR_DOOR_HINGES
261,BOOKCASES
262,HAND_POLISHERS
263,CRIBS
264,DRIED_FRUITS
265,DESKTOP_COMPUTER_CASES
266,HAND_POLISHERS
267,HAIR_BRUSHES
268,CLUTCH_FORKS
269,PADLOCKS
270,SCOOTERS
271,ELECTRONIC_ENTRANCE_INTERCOMS
272,ELECTRIC_DRILLS
273,BABY_CAR_SEATS
274,HAND_POLISHERS
275,PADLOCKS
276,KITCHEN_RANGE_HOODS
277,CAR_INTERCOOLERS
278,CV_JOINTS
279,HAND_POLISHERS
280,CAR_ENGINE_CAMSHAFTS
281,CRANKSHAFTS
282,ELECTRIC_DRILLS
283,SWAY_BARS
284,CAR_ENGINE_CAMSHAFTS
285,KITCHEN_RANGE_HOODS
286,DJ_CONTROLLERS
287,TOOTHBRUSHES
288,CACHACAS
289,HAND_POLISHERS
290,SUITCASES
291,CACHACAS
292,HAND_POLISHERS
293,CAR_AC_HOSE_ASSEMBLIES
294,HAND_POLISHERS
295,ELECTRIC_DRILLS
296,MEN_SWIMWEAR
297,GPS
298,TV_RECEIVERS_AND_DECODERS
299,CAR_ENGINE_CAMSHAFTS
300,FLUTES
301,BATTERY_CHARGERS
302,MOTORCYCLE_CRASH_BARS
303,PET_COLLARS
304,PROTECTION_NETS
305,MOTORCYCLE_BATTERIES
306,DJ_CONTROLLERS
307,SOLDERING_MACHINES
308,ELECTRIC_DRILLS
309,ICE_BUCKETS
310,CAR_AC_HOSE_ASSEMBLIES
311,HAND_POLISHERS
312,ENGINE_OIL_DIPSTICKS
313,MOTORCYCLE_STARTER_MOTORS
314,MOTORCYCLE_BATTERIES
315,CELLPHONE_REPLACEMENT_CAMERAS
316,DOG_CARRIERS_AND_CARRYING_BAGS
317,INTERCOOLER_HOSES
